Protein_ID,Source,Num_Pockets,Top_Score,Top_Probability,Center_X,Center_Y,Center_Z,Surf_Atoms,Score_Sim,Size_Sim,TM_Score,Rank_Score
clean_5TVN,pdb,5,29.52,0.931,-22.653,-17.886,9.587,49.0,0.9866310160432274,0.6447368421099378,0.58935,0.7768398874196393
clean_9BHM,pdb,22,30.86,0.936,128.904,104.208,94.228,83.0,0.9685828877015848,0.9078947368433172,0.52793,0.7764780512246487
clean_4Z36,pdb,4,36.71,0.956,-3.266,-27.209,51.262,79.0,0.7730614973337882,0.960526315789993,0.59473,0.7753569310457569
clean_7SK9,pdb,10,31.7,0.94,163.597,161.214,137.505,84.0,0.9405080213923628,0.8947368421066482,0.5387,0.7750552884891374
P49682,alphafold,7,31.69,0.911,3.432,3.107,-10.919,84.0,0.9408422459912821,0.8947368421066482,0.55827,0.7742501334089212
Q9NYM4,alphafold,15,30.09,0.901,6.467,-0.445,-11.597,55.0,0.9943181818183717,0.7236842105299515,0.5802,0.7736120574166695
clean_7F1Z,pdb,14,32.48,0.943,97.932,83.902,134.209,92.0,0.9144385026766566,0.7894736842132964,0.56519,0.770811068956661
clean_4XT1,pdb,10,28.6,0.926,100.063,22.645,221.558,81.0,0.955882352942651,0.9342105263166551,0.52027,0.7705055232201957
clean_7SK8,pdb,16,34.54,0.95,157.773,163.55,166.569,75.0,0.8455882352992785,0.986842105263331,0.54151,0.7694058575861887
clean_4Z34,pdb,6,37.53,0.958,-3.118,-27.329,51.664,72.0,0.7456550802224047,0.9473684210533241,0.59248,0.7682598581498133
clean_6D27,pdb,9,34.43,0.95,45.456,-53.564,286.971,82.0,0.849264705887391,0.9210526315799862,0.55104,0.7673742043354768
clean_4NC3,pdb,7,35.86,0.954,-21.147,-18.177,9.546,64.0,0.8014705882419295,0.8421052631599724,0.59,0.7667046439643831
clean_6D26,pdb,7,35.88,0.954,7.073,84.545,280.271,75.0,0.8008021390440908,0.986842105263331,0.55326,0.7663486383351513
clean_6RZ4,pdb,9,26.02,0.91,41.518,26.584,58.887,83.0,0.8696524064214688,0.9078947368433172,0.56975,0.7656199549686256
clean_7CX2,pdb,15,30.53,0.935,103.736,68.127,85.275,87.0,0.9796122994659221,0.8552631578966413,0.50913,0.7656007756828487
clean_8UWL,pdb,24,25.73,0.908,140.065,153.435,183.584,73.0,0.8599598930528087,0.960526315789993,0.56016,0.7645086101895611
clean_8XQI,pdb,13,34.25,0.949,115.175,132.585,145.696,86.0,0.8552807486679386,0.8684210526333103,0.55063,0.7628502549969187
clean_8ZH8,pdb,22,32.29,0.942,141.373,133.888,162.9,96.0,0.9207887700561235,0.7368421052666205,0.55328,0.7617539645378867
clean_7F1R,pdb,12,27.29,0.92,96.519,150.296,122.824,70.0,0.9120989304842212,0.9210526315799862,0.52775,0.761625049254843
clean_7W41,pdb,10,22.37,0.88,-24.042,5.091,-9.032,84.0,0.7476604278159205,0.8947368421066482,0.6437,0.760485769773849
clean_7UM6,pdb,16,28.89,0.928,116.138,118.518,150.351,97.0,0.965574866311311,0.7236842105299515,0.5381,0.7591233943152573
clean_6DRY,pdb,5,34.49,0.95,-23.116,-17.901,9.474,53.0,0.847259358293875,0.6973684210566136,0.58548,0.7583807137644364
clean_7CX4,pdb,16,30.09,0.933,103.875,68.248,84.952,94.0,0.9943181818183717,0.7631578947399584,0.50737,0.7580274258376702
clean_8IKL,pdb,15,29.1,0.929,69.881,96.086,96.477,81.0,0.9725935828886165,0.9342105263166551,0.47562,0.7568877692093889
clean_7ZL9,pdb,8,36.43,0.956,22.045,67.676,190.436,82.0,0.7824197861035288,0.9210526315799862,0.55091,0.7557532203787043
clean_7UM5,pdb,14,29.6,0.932,113.24,106.885,82.557,107.0,0.989304812834582,0.5921052631632617,0.5466,0.7553114888832426
clean_3V2Y,pdb,6,39.43,0.962,5.74,16.822,-7.558,91.0,0.6821524064277356,0.8026315789499654,0.61903,0.7529056391805435
clean_5WIU,pdb,7,37.31,0.958,-17.117,16.089,-17.587,67.0,0.7530080213986294,0.8815789473699792,0.56659,0.7527954990167238
clean_6WHA,pdb,22,31.69,0.94,66.833,60.873,66.972,92.0,0.9408422459912821,0.7894736842132964,0.50419,0.7507918176195861
clean_4MBS,pdb,18,24.55,0.899,186.513,110.133,23.227,95.0,0.8205213903803301,0.7500000000032895,0.60346,0.750188278076395
clean_6WGT,pdb,24,39.46,0.962,6.799,0.45,56.255,67.0,0.6811497326309777,0.8815789473699792,0.59233,0.7499198412631936
clean_7S8O,pdb,18,29.6,0.932,111.769,129.467,89.851,94.0,0.989304812834582,0.7631578947399584,0.48969,0.7496527520409123
clean_8JD6,pdb,51,32.63,0.944,199.986,169.956,258.571,77.0,0.9094251336928668,0.986842105263331,0.46403,0.7493812372649065
clean_8DPF,pdb,15,36.06,0.954,126.965,145.147,102.772,66.0,0.7947860962635432,0.8684210526333103,0.54335,0.7493393245160397
clean_6PB1,pdb,22,30.27,0.934,130.31,93.769,138.129,87.0,0.9883021390378242,0.8552631578966413,0.46463,0.749238743597229
clean_7T10,pdb,27,33.74,0.947,160.517,160.205,183.066,99.0,0.8723262032128233,0.6973684210566136,0.55217,0.7491700827482259
clean_9K27,pdb,17,32.46,0.943,138.985,119.794,107.911,108.0,0.9151069518744951,0.5789473684265929,0.56009,0.7478521272175584
clean_7M8W,pdb,14,38.4,0.96,-7.099,-57.821,544.47,70.0,0.7165775401164247,0.9210526315799862,0.55922,0.7471087711812836
clean_8INR,pdb,16,33.67,0.947,145.854,139.547,104.612,97.0,0.8746657754052585,0.7236842105299515,0.537,0.7462015761340468
clean_8WPG,pdb,40,30.35,0.934,200.525,199.764,266.369,81.0,0.9856283422464697,0.9342105263166551,0.43711,0.7455907210809595
clean_7UM7,pdb,16,31.54,0.939,110.234,128.442,85.749,108.0,0.9458556149750718,0.5789473684265929,0.53861,0.7442098598376737
clean_7UL3,pdb,14,24.24,0.897,159.884,163.649,199.748,63.0,0.8101604278138315,0.8289473684233033,0.57428,0.7437388224050967
clean_7JVP,pdb,29,39.2,0.961,115.789,135.604,82.199,84.0,0.6898395722028796,0.8947368421066482,0.56898,0.7433335986512407
clean_4PXZ,pdb,4,36.85,0.956,16.087,0.548,55.511,89.0,0.7683823529489178,0.8289473684233033,0.54809,0.7426072074321137
clean_7YS6,pdb,16,40.12,0.963,115.57,178.715,140.694,76.0,0.6590909091023033,1.0,0.55322,0.7420061818204607
clean_8SG1,pdb,15,34.23,0.949,99.54,102.475,134.664,96.0,0.8559491978657773,0.7368421052666205,0.53048,0.7417660500998174
clean_7F16,pdb,20,28.7,0.927,119.002,102.358,87.744,88.0,0.959224598931844,0.8421052631599724,0.46763,0.741207446102366
clean_8XGU,pdb,22,34.47,0.95,144.82,148.956,158.471,101.0,0.8479278074917138,0.6710526315832757,0.54619,0.7401668246566704
clean_7MTS,pdb,41,31.46,0.939,206.738,157.44,110.837,88.0,0.9485294117664262,0.8421052631599724,0.45812,0.7388644086692825
clean_8FYT,pdb,10,35.44,0.953,136.462,140.016,108.113,106.0,0.8155080213965407,0.6052631578999308,0.57232,0.7384559200693013
Q9NYV8,alphafold,7,32.09,0.914,12.273,4.248,-8.454,95.0,0.9274732620345095,0.7500000000032895,0.50699,0.7374906524072309
clean_6PB0,pdb,22,27.14,0.919,128.457,92.159,141.405,83.0,0.9070855615004316,0.9078947368433172,0.47356,0.7373305859844181
clean_7XBD,pdb,19,37.87,0.959,137.709,146.974,163.84,87.0,0.7342914438591481,0.8552631578966413,0.54159,0.7367206045614938
Q969N4,alphafold,12,41.19,0.949,4.099,3.87,-10.876,86.0,0.623328877017937,0.8684210526333103,0.59821,0.7354918806669184
clean_7SRQ,pdb,6,39.25,0.961,152.537,157.895,155.85,77.0,0.6881684492082832,0.986842105263331,0.52456,0.7344419003679898
clean_4ZUD,pdb,12,25.57,0.907,-43.534,64.235,27.686,85.0,0.8546122994700998,0.8815789473699792,0.50504,0.7331963546310178
clean_7WQ4,pdb,21,37.62,0.958,106.495,129.84,93.093,56.0,0.742647058832131,0.7368421052666205,0.55529,0.7317296222930882
clean_7F1S,pdb,10,33.42,0.947,101.47,152.432,127.209,106.0,0.8830213903782412,0.6052631578999308,0.52622,0.7317185938656414
Q9NPG1,alphafold,15,35.24,0.931,-5.945,1.072,1.036,59.0,0.8221925133749267,0.7763157894766275,0.52567,0.7316380816226482
clean_8XGO,pdb,16,36.65,0.956,141.332,145.474,154.352,103.0,0.775066844927304,0.6447368421099378,0.56076,0.7305910531964546
clean_7F6G,pdb,18,35.65,0.954,109.905,97.986,164.455,105.0,0.8084893048192351,0.6184210526365997,0.55127,0.730247966227507
clean_8E9Y,pdb,19,42.74,0.968,125.311,116.938,97.805,80.0,0.5715240641854438,0.9473684210533241,0.57529,0.7295576549424211
clean_7F61,pdb,6,40.68,0.964,-19.782,53.579,1.563,95.0,0.6403743315628219,0.7500000000032895,0.58991,0.7282388663128933
clean_7S8L,pdb,13,26.81,0.917,114.675,128.495,86.603,91.0,0.8960561497360943,0.8026315789499654,0.48382,0.7281023878422155
clean_7F6H,pdb,11,36.24,0.955,112.833,102.786,165.094,105.0,0.7887700534829957,0.6184210526365997,0.55196,0.726880115960259
clean_8E9W,pdb,16,42.56,0.968,133.338,126.355,157.485,82.0,0.5775401069659913,0.9210526315799862,0.57201,0.7268172845511969
clean_8DPH,pdb,18,41.65,0.966,119.932,131.577,144.762,78.0,0.6079545454676487,0.9736842105266621,0.54344,0.726135330146196
clean_6BD4,pdb,5,36.72,0.956,-18.57,9.631,-13.245,93.0,0.7727272727348689,0.7763157894766275,0.51738,0.7259290334946364
clean_8XGS,pdb,24,36.24,0.955,144.768,148.165,158.866,108.0,0.7887700534829957,0.5789473684265929,0.5541,0.7237887475392585
clean_8IJA,pdb,16,36.35,0.955,125.063,144.42,104.468,101.0,0.7850935828948833,0.6710526315832757,0.52899,0.7222199797373042
clean_4YAY,pdb,9,24.17,0.896,-18.411,11.338,41.269,94.0,0.8078208556213964,0.7631578947399584,0.53425,0.7203799605982751
clean_8DZR,pdb,15,34.05,0.949,130.909,110.32,96.054,110.0,0.8619652406463248,0.5526315789532549,0.51951,0.7201602060245904
clean_6OSA,pdb,17,39.77,0.963,124.14,99.191,118.69,102.0,0.670788770064479,0.6578947368466066,0.57571,0.7191312276975566
P61073,alphafold,8,39.58,0.945,4.283,2.882,-11.028,93.0,0.6771390374439461,0.7763157894766275,0.55493,0.718531386436452
P41180,alphafold,21,35.9,0.935,7.944,5.806,-25.129,68.0,0.8001336898462523,0.8947368421066482,0.47035,0.7181404221799154
clean_7T8X,pdb,14,38.3,0.959,127.66,122.787,157.473,109.0,0.7199197861056178,0.5657894736899238,0.57255,0.7172829045901159
clean_8XZJ,pdb,14,36.15,0.955,94.534,83.903,86.565,110.0,0.7917780748732696,0.5526315789532549,0.54177,0.7168267728699793
clean_7SK6,pdb,24,24.89,0.902,174.22,177.227,159.207,50.0,0.8318850267435867,0.6578947368466066,0.5335,0.716166479033378
clean_7M3F,pdb,29,35.27,0.952,188.589,208.718,132.589,82.0,0.8211898395781687,0.9210526315799862,0.43492,0.7159112310736323
clean_8HK2,pdb,25,37.92,0.959,99.14,104.315,64.123,103.0,0.7326203208645514,0.6447368421099378,0.54275,0.715797748383904
clean_7VKT,pdb,21,42.34,0.968,136.444,148.27,108.233,81.0,0.5848930481422161,0.9342105263166551,0.5339,0.7143596622601087
clean_6AK3,pdb,11,23.54,0.89,62.415,51.604,218.928,58.0,0.7867647058894798,0.7631578947399584,0.53052,0.7128767306518918
clean_8DPG,pdb,16,43.72,0.97,121.196,131.405,145.446,79.0,0.5387700534913513,0.960526315789993,0.54395,0.7123866422772697
clean_8JJP,pdb,16,39.82,0.963,128.856,124.664,160.111,96.0,0.6691176470698825,0.7368421052666205,0.5377,0.7114877399406386
clean_7XAU,pdb,17,40.7,0.964,97.287,116.569,80.453,95.0,0.639705882364983,0.7500000000032895,0.54742,0.7111091764733255
clean_8V6U,pdb,19,43.82,0.971,174.461,184.971,139.152,79.0,0.5354278075021582,0.960526315789993,0.54039,0.7105941930794311
Q92633,alphafold,6,44.06,0.956,5.671,-0.534,-9.812,69.0,0.5274064171280948,0.9078947368433172,0.56801,0.7102747571099508
clean_6OS9,pdb,19,39.43,0.962,123.043,96.834,116.058,103.0,0.6821524064277356,0.6447368421099378,0.55043,0.7096761654965409
clean_7VGY,pdb,15,40.25,0.964,126.833,126.359,159.241,101.0,0.6547459893163521,0.6710526315832757,0.55473,0.7091464610215978
clean_8DPI,pdb,13,42.27,0.968,113.316,101.06,144.468,89.0,0.5872326203346513,0.8289473684233033,0.54343,0.7081132609092606
P30872,alphafold,5,42.09,0.952,6.55,3.878,-12.472,99.0,0.5932486631151989,0.6973684210566136,0.58433,0.7077185747287011
clean_8J23,pdb,12,36.81,0.956,160.969,150.344,133.82,102.0,0.769719251344595,0.6578947368466066,0.50029,0.7066493239535797
clean_3HHD,pdb,47,28.17,0.924,5.068,45.317,16.786,76.0,0.9415106951891207,1.0,0.35272,0.7065901390378241
clean_7EO2,pdb,21,37.58,0.958,147.504,161.921,168.514,106.0,0.7439839572278082,0.6052631578999308,0.52462,0.7065711072355548
clean_8DZS,pdb,16,39.32,0.962,126.924,140.51,97.064,102.0,0.685828877015848,0.6578947368466066,0.53481,0.7054792490878303
clean_8K3Z,pdb,18,38.3,0.959,164.827,138.742,141.659,107.0,0.7199197861056178,0.5921052631632617,0.53641,0.7054584835374498
clean_3ODU,pdb,20,37.39,0.958,17.572,-7.599,66.809,113.0,0.750334224607275,0.513157894743248,0.54098,0.7051746343957799
clean_9L3Y,pdb,14,38.87,0.961,134.3,127.851,101.425,102.0,0.7008689839672171,0.6578947368466066,0.52502,0.7042712704781041
clean_8JFL,pdb,186,32.91,0.945,275.884,247.75,288.676,77.0,0.9000668449231263,0.986842105263331,0.35473,0.7040895795109584
clean_8E9X,pdb,15,43.19,0.969,127.195,133.967,157.323,94.0,0.556483957234075,0.7631578947399584,0.56209,0.7031485809208109
clean_8K9K,pdb,16,40.18,0.963,113.221,119.347,155.102,104.0,0.6570855615087874,0.6315789473732687,0.54599,0.7018710070390843
clean_6VHH,pdb,48,31.5,0.939,118.6,148.007,149.591,73.0,0.947192513370749,0.960526315789993,0.33525,0.7012911342531492
clean_8J6I,pdb,18,39.72,0.963,98.333,92.4,67.661,101.0,0.6724598930590757,0.6710526315832757,0.52566,0.7007612417701427
clean_7TD0,pdb,5,39.22,0.961,116.356,133.15,100.628,106.0,0.6891711230050412,0.6052631578999308,0.53179,0.6993765403910014
clean_8XZH,pdb,18,39.15,0.961,83.61,71.125,80.397,111.0,0.6915106951974763,0.5394736842165859,0.54465,0.6984095074611538
clean_8EE6,pdb,59,28.33,0.925,149.708,158.705,190.013,80.0,0.9468582887718295,0.9473684210533241,0.34158,0.6982404998596984
O15354,alphafold,8,22.78,0.832,4.988,-7.772,-5.199,51.0,0.7613636363716122,0.6710526315832757,0.57045,0.6971579904326499
clean_6YEJ,pdb,89,28.01,0.923,6.232,24.248,-2.802,75.0,0.9361631016064117,0.986842105263331,0.33518,0.6968888308476154
clean_8QW4,pdb,11,25.7,0.908,196.512,222.851,246.185,37.0,0.8589572192560508,0.48684210526991,0.51,0.6968756543782012
clean_8JD0,pdb,30,24.7,0.9,182.718,176.904,144.066,91.0,0.8255347593641198,0.8026315789499654,0.45232,0.6962981097678205
clean_8WKY,pdb,12,21.41,0.869,322.82,-6.808,220.067,48.0,0.7155748663196666,0.6315789473732687,0.5705,0.6951728680012602
clean_5ZTY,pdb,8,57.28,0.985,8.596,-0.257,-56.225,74.0,0.0855614973567661,0.9736842105266621,0.71007,0.6940087205240194
clean_8THG,pdb,43,30.07,0.933,140.439,125.505,128.841,68.0,0.9949866310162104,0.8947368421066482,0.3125,0.6933710104139069
clean_5EML,pdb,12,29.59,0.932,23.419,-106.904,-35.017,85.0,0.9889705882356626,0.8815789473699792,0.31797,0.6927400123841305
clean_8YU7,pdb,37,43.81,0.971,124.641,111.597,119.615,89.0,0.5357620321010774,0.8289473684233033,0.52821,0.6926311432625458
O76024,alphafold,10,30.48,0.904,12.358,8.342,-2.688,70.0,0.9812834224605187,0.9210526315799862,0.33131,0.6920859476501023
clean_8IHB,pdb,12,39.91,0.963,126.059,132.869,150.504,107.0,0.6661096256796089,0.5921052631632617,0.52681,0.6920564514522479
clean_7MTR,pdb,31,24.2,0.896,189.557,205.319,148.88,59.0,0.8088235294181543,0.7763157894766275,0.45964,0.6920522848312936
clean_7CRZ,pdb,10,28.93,0.928,105.734,13.879,64.444,79.0,0.9669117647069881,0.960526315789993,0.30979,0.691750984520397
clean_7XXI,pdb,15,40.41,0.964,104.882,155.985,126.009,106.0,0.6493983957336433,0.6052631578999308,0.53028,0.6917179949367218
Q15761,alphafold,9,49.66,0.967,-8.32,-2.644,12.101,91.0,0.34024064173328095,0.8026315789499654,0.63285,0.6915512862416526
clean_8JPO,pdb,42,29.83,0.933,81.789,95.738,125.953,87.0,0.9969919786097261,0.8552631578966413,0.31599,0.6912207115116094
clean_7SK7,pdb,13,24.13,0.896,165.499,163.814,179.396,54.0,0.806483957225719,0.7105263157932826,0.47504,0.6911654230244721
clean_7SES,pdb,12,29.5,0.931,-31.39,-44.736,-9.037,80.0,0.9859625668453889,0.9473684210533241,0.29969,0.6911053554744101
clean_6ZWO,pdb,71,30.37,0.934,279.392,213.86,196.626,73.0,0.9849598930486311,0.960526315789993,0.29458,0.6910766101887256
clean_7WIG,pdb,13,40.64,0.964,86.768,73.733,83.98,110.0,0.641711229958499,0.5526315789532549,0.54547,0.6909934038870253
clean_7SF8,pdb,15,25.59,0.908,160.741,140.359,122.642,101.0,0.8552807486679385,0.6710526315832757,0.44927,0.6902694128919152
clean_8VLE,pdb,66,27.02,0.918,182.136,240.475,200.174,80.0,0.9030748663133998,0.9473684210533241,0.34834,0.6900878153680123
clean_8XZF,pdb,17,40.01,0.963,95.587,83.458,86.828,114.0,0.6627673796904157,0.500000000006579,0.54552,0.689661475938741
clean_6M9T,pdb,6,21.3,0.868,129.762,-7.76,155.316,57.0,0.7118983957315541,0.7500000000032895,0.5284,0.6891396791466396
clean_4QG2,pdb,48,30.5,0.934,-15.989,-16.904,12.764,74.0,0.98061497326268,0.9736842105266621,0.2867,0.6883714157052022
clean_8SL3,pdb,31,25.67,0.908,136.748,141.487,143.089,73.0,0.857954545459293,0.960526315789993,0.36805,0.6872635406708579
clean_8ZYJ,pdb,24,28.97,0.929,167.259,178.415,181.583,78.0,0.9682486631026654,0.9736842105266621,0.29359,0.6871541536731993
O14744,alphafold,6,29.31,0.895,7.058,11.369,-13.395,74.0,0.979612299465922,0.9736842105266621,0.31282,0.6869188809458506
O43462,alphafold,10,32.16,0.914,-12.62,-5.455,14.192,73.0,0.9251336898420746,0.960526315789993,0.32849,0.6866753695474143
clean_5EMK,pdb,13,29.71,0.932,21.439,-43.796,-8.233,91.0,0.9929812834226944,0.8026315789499654,0.31932,0.6861874145795355
clean_8KCT,pdb,31,30.26,0.934,159.872,175.497,154.538,80.0,0.9886363636367435,0.9473684210533241,0.28284,0.6858001148326811
clean_8G05,pdb,15,43.09,0.969,82.044,78.079,96.465,103.0,0.5598262032232678,0.6447368421099378,0.546,0.6855389248556473
clean_9AYG,pdb,38,28.13,0.924,120.498,122.412,143.976,75.0,0.9401737967934433,0.986842105263331,0.30387,0.6854669698850218
clean_7YG5,pdb,56,29.24,0.93,166.711,164.131,155.938,63.0,0.9772727272734868,0.8289473684233033,0.3202,0.6854292822970276
clean_8FE7,pdb,36,29.7,0.932,79.757,60.82,-20.215,88.0,0.9926470588237751,0.8421052631599724,0.3071,0.6851799380807523
clean_6WV7,pdb,9,30.66,0.935,26.875,-13.481,55.397,75.0,0.975267379679971,0.986842105263331,0.27683,0.6849696864623274
clean_8QEO,pdb,46,34.5,0.95,262.776,293.412,303.922,71.0,0.8469251336949558,0.9342105263166551,0.34261,0.6848500793706567
clean_7F1Q,pdb,15,43.21,0.969,101.342,152.252,127.037,102.0,0.5558155080362361,0.6578947368466066,0.54118,0.6841245752919078
clean_6WV6,pdb,6,29.98,0.933,163.412,70.351,53.973,71.0,0.9979946524064842,0.9342105263166551,0.27508,0.6829519831129623
Q8IY21,alphafold,47,31.95,0.913,-10.817,-1.675,-0.752,79.0,0.93215240641938,0.960526315789993,0.31633,0.6829151128628754
clean_6TEC,pdb,11,29.64,0.932,57.284,32.66,153.622,79.0,0.9906417112302592,0.960526315789993,0.27267,0.6828489738250512
clean_7KIC,pdb,14,28.86,0.928,23.715,-107.204,-34.658,88.0,0.964572192514553,0.8421052631599724,0.31828,0.6828369648189078
clean_7S1R,pdb,11,28.26,0.924,-30.811,-45.051,-9.1,84.0,0.9445187165793945,0.8947368421066482,0.31772,0.6826654275265437
clean_8X90,pdb,77,30.69,0.936,173.057,170.1,163.034,68.0,0.9742647058832131,0.8947368421066482,0.29347,0.6825146253873074
O95800,alphafold,9,46.35,0.96,-18.001,-1.433,9.463,96.0,0.4508689839755726,0.7368421052666205,0.57651,0.6824620073217765
clean_7R89,pdb,27,28.54,0.926,-3.163,-10.937,-16.687,75.0,0.953877005349135,0.986842105263331,0.28791,0.6824236115961602
clean_4ZWB,pdb,7,33.23,0.946,105.642,14.366,62.655,79.0,0.8893716577577083,0.960526315789993,0.31121,0.682210963130541
clean_6DWK,pdb,53,30.65,0.935,37.188,-0.258,-32.044,70.0,0.9756016042788904,0.9210526315799862,0.28575,0.6820255840137768
clean_3DBL,pdb,65,29.2,0.929,79.786,125.844,18.812,99.0,0.9759358288778095,0.6973684210566136,0.34595,0.6820040078812233
O60306,alphafold,27,29.2,0.895,-7.55,-3.248,11.932,80.0,0.9759358288778095,0.9473684210533241,0.30787,0.6815720078808943
clean_7SPT,pdb,12,29.37,0.931,93.816,22.809,115.986,90.0,0.9816176470594379,0.8157894736866343,0.30975,0.681102476780551
clean_8E6T,pdb,130,30.89,0.936,123.626,159.868,92.912,81.0,0.9675802139048268,0.9342105263166551,0.28336,0.681081095412631
O00144,alphafold,8,44.9,0.958,4.438,0.81,-2.255,63.0,0.4993315508188727,0.8289473684233033,0.52702,0.6809690470061049
clean_7SER,pdb,13,28.63,0.926,-30.015,-45.803,-9.687,80.0,0.9568850267394088,0.9473684210533241,0.29238,0.6808658474532142
P35414,alphafold,7,47.86,0.964,5.263,3.411,-10.251,89.0,0.40040106953875676,0.8289473684233033,0.57058,0.6804069507500816
clean_8GB1,pdb,48,31.0,0.937,19.167,-1.474,22.046,75.0,0.9639037433167145,0.986842105263331,0.26958,0.680396959189676
clean_8DZP,pdb,12,43.53,0.97,132.964,138.057,157.226,104.0,0.5451203208708182,0.6315789473732687,0.54281,0.6803059589114906
clean_5MJ6,pdb,29,29.95,0.933,13.267,-35.245,-23.939,81.0,0.9989973262032421,0.9342105263166551,0.26789,0.680276517872314
clean_8K8E,pdb,30,30.87,0.936,202.848,160.036,152.683,70.0,0.9682486631026656,0.9210526315799862,0.28424,0.6802509957785318
clean_8WKZ,pdb,12,20.66,0.86,157.216,-7.18,219.615,43.0,0.6905080214007182,0.5657894736899238,0.56849,0.680076551649136
clean_7X9C,pdb,11,44.17,0.971,100.015,155.852,126.915,105.0,0.5237299465399823,0.6184210526365997,0.55462,0.6797360945716565
clean_7WXW,pdb,18,34.35,0.95,136.187,133.63,114.409,124.0,0.8519385026787454,0.3684210526398892,0.46809,0.679465805799738
clean_1PKX,pdb,46,29.9,0.933,55.02,-8.789,23.658,80.0,0.9993315508021613,0.9473684210533241,0.26224,0.6793991522657646
clean_7K15,pdb,8,48.28,0.977,2.061,-9.558,20.181,99.0,0.3863636363841456,0.6973684210566136,0.5982,0.6793895693824904
Q9UI47,alphafold,16,31.41,0.909,-15.692,-3.864,2.949,78.0,0.9502005347610227,0.9736842105266621,0.29805,0.6793285280048708
clean_3PE3,pdb,43,27.91,0.923,-28.463,180.707,80.442,80.0,0.9328208556172185,0.9473684210533241,0.30277,0.6793090132287761
clean_1X6V,pdb,15,27.13,0.919,38.291,50.865,13.632,80.0,0.9067513369015122,0.9473684210533241,0.31864,0.6792431094856348
clean_6TEX,pdb,12,31.01,0.937,58.473,32.809,154.866,80.0,0.9635695187177952,0.9473684210533241,0.27667,0.6792187458488914
clean_4FJY,pdb,12,29.19,0.929,24.114,-1.291,32.443,85.0,0.9756016042788903,0.8815789473699792,0.29172,0.6786662155927761
clean_9DWQ,pdb,55,30.86,0.936,109.634,132.5,152.38,74.0,0.9685828877015848,0.9736842105266621,0.26356,0.6773089985929832
clean_8EYK,pdb,49,27.2,0.919,115.052,113.508,138.596,81.0,0.9090909090939474,0.9342105263166551,0.31589,0.677295234450455
clean_5KAE,pdb,18,30.18,0.934,23.95,-1.002,32.675,85.0,0.9913101604280979,0.8815789473699792,0.2763,0.6771399268226175
clean_7UOH,pdb,13,30.55,0.935,-30.873,-44.631,-8.972,89.0,0.9789438502680835,0.8289473684233033,0.29363,0.6766355068959471
clean_6IYC,pdb,32,28.54,0.926,201.748,160.651,155.269,80.0,0.953877005349135,0.9473684210533241,0.28326,0.6766162431751594
clean_7S1Q,pdb,12,31.34,0.938,-30.524,-44.365,-9.133,87.0,0.9525401069534579,0.8552631578966413,0.29751,0.6764383371803557
